# Originator: me
# Number of profiles: 36
# Creation time: Fri Oct 11 09:49:55 2013
#            time   conductivity    temperature       pressure          pitch           roll          speed profile_number
#               s          mS/cm              C           dbar            rad            rad            m/s              -
1369016033.44757795    46.29350185    14.20989990   124.82999802     0.56607551    -0.00437390     0.30257414             11
1369016035.51589966    46.29089832    14.20670033   124.46000099     0.56779313    -0.00695032     0.26487956             11
1369016037.45181274    46.29199982    14.20750046   124.09000397     0.57196884    -0.00872665     0.24347381             11
1369016039.43744612    46.29230022    14.20750046   123.73999596     0.58307859    -0.00872665     0.26049424             11
1369016041.44061995    46.29419804    14.20960045   123.36000443     0.59116496    -0.00872665     0.27288277             11
1369016043.44406128    46.29340172    14.20940018   122.98000336     0.58321024    -0.00795788     0.25697081             11
1369016045.44171143    46.29340172    14.20919991   122.60000229     0.57415822    -0.00713497     0.23911540             11
1369016047.43939924    46.29250050    14.20870018   122.22999573     0.57113174    -0.00698132     0.27149470             11
1369016049.44863892    46.29270077    14.20829964   121.85000420     0.56947560    -0.00698132     0.31575769             11
1369016051.44153547    46.29489899    14.21030045   121.47999763     0.57197271    -0.00578317     0.30252886             11
1369016053.47153425    46.29479885    14.21049976   121.11000061     0.57608821    -0.00413696     0.26605666             11
1369016055.44824934    46.29630089    14.21160030   120.72999954     0.57618159    -0.00196829     0.24354705             11
1369016057.44754744    46.29640102    14.21240044   120.36000252     0.57363928     0.00057402     0.22986894             11
1369016059.44869995    46.29680157    14.21259975   119.98000145     0.57159926     0.00087660     0.24726109             11
1369016061.47739363    46.29690170    14.21300030   119.61999893     0.56993438    -0.00078829     0.29266974             11
1369016063.44976807    46.29769802    14.21360016   119.25000191     0.56948352    -0.00242022     0.30798268             11
1369016065.44558716    46.29700184    14.21380043   118.87999535     0.57196284    -0.00572599     0.25513320             11
1369016067.44730330    46.29859924    14.21529961   118.52000237     0.57429131    -0.00872665     0.21118902             11
1369016069.44772339    46.30440235    14.21949959   118.15999985     0.57513684    -0.00872665     0.25485521             11
1369016071.45835066    46.30859852    14.22410011   117.79000282     0.57595862    -0.00872665     0.29729440             11
1369016073.44522810    46.30990028    14.22579956   117.41999626     0.57340994    -0.01042578     0.28349716             11
1369016075.44894409    46.31370068    14.22900009   117.04999924     0.57093005    -0.01207903     0.27007007             11
1369016077.44369507    46.31720066    14.23009968   116.68999672     0.56997252    -0.01296745     0.24486651             11
1369016079.44058943    46.32510185    14.23840046   116.33000374     0.56915691    -0.01378308     0.21868374             11
1369016081.44147444    46.32770061    14.24100018   115.95999718     0.56833673    -0.01268139     0.26106874             11
1369016083.47544050    46.33069992    14.24409962   115.60999870     0.56749476    -0.01099746     0.32435041             11
1369016085.44061279    46.33210182    14.24499989   115.24999619     0.56799061    -0.00971337     0.31729073             11
1369016087.44458008    46.33269787    14.24600029   114.89000320     0.56964702    -0.00805695     0.25875601             11
1369016089.45832014    46.33520126    14.24720001   114.53000069     0.57100728    -0.00726595     0.22640538             11
1369016091.44834089    46.33719921    14.24950027   114.18000221     0.57184934    -0.00810800     0.24314945             11
1369016093.44226789    46.33880138    14.25230026   113.81999969     0.57309545    -0.00851749     0.25579300             11
1369016095.44129133    46.33979797    14.25279999   113.47000122     0.57559061    -0.00768577     0.25715289             11
1369016097.44189453    46.33959770    14.25319958   113.12000275     0.57742324    -0.00670060     0.25823567             11
1369016099.44464111    46.33880138    14.25189972   112.74999619     0.57577247    -0.00504981     0.25782982             11
1369016101.45101929    46.33969784    14.25279999   112.37999916     0.57396617    -0.00355245     0.25847331             11
1369016103.44168091    46.33940220    14.25300026   112.03000069     0.57066271    -0.00437831     0.27219751             11
1369016105.44235945    46.33920193    14.25259972   111.64999962     0.56732562    -0.00521258     0.28606142             11
1369016107.52262068    46.33910179    14.25269985   111.30999565     0.56805171    -0.00605568     0.26242150             11
1369016109.44132185    46.33950233    14.25259972   110.93999863     0.56868010    -0.00668406     0.24400068             11
1369016111.44680786    46.33979797    14.25329971   110.57999611     0.57162441    -0.00698132     0.23631504             11
1369016113.44358015    46.34019852    14.25370026   110.22000313     0.57563633    -0.00698132     0.23787354             11
1369016115.44141340    46.34429932    14.25419998   109.86000061     0.57730338    -0.00618014     0.25978546             11
1369016117.44556379    46.37360096    14.28129959   109.49000359     0.57646662    -0.00450660     0.30387873             11
1369016119.44852400    46.38830185    14.29740047   109.11999702     0.57528992    -0.00248755     0.30455995             11
1369016121.44351912    46.39180183    14.30070019   108.76000404     0.57363828    -0.00001011     0.24013436             11
1369016123.44153547    46.39289856    14.30179977   108.38999748     0.57295045     0.00126287     0.21113789             11
1369016125.47192383    46.39279842    14.30140018   108.02000046     0.57465291    -0.00043958     0.26990304             11
1369016127.44696045    46.39599800    14.30290031   107.63999939     0.57648276    -0.00157063     0.30945834             11
1369016129.48873901    46.41910076    14.32240009   107.25999832     0.57902310    -0.00072385     0.28271867             11
1369016131.51293945    46.42839909    14.33100033   106.87000275     0.58079879     0.00000000     0.26047916             11
1369016133.44003296    46.43509865    14.33759975   106.47999763     0.57828199     0.00000000     0.26440977             11
1369016135.44443464    46.44279957    14.34189987   106.09999657     0.57488795     0.00000000     0.26971042             11
1369016137.44812012    46.46059990    14.35719967   105.71000099     0.57159052     0.00000000     0.27400095             11
1369016139.45169067    46.48869991    14.38350010   105.31999588     0.56828470     0.00000000     0.27808080             11
1369016141.44663191    46.49250031    14.38749981   104.93000031     0.57016992     0.00000000     0.29009917             11
1369016143.44031477    46.55230045    14.42749977   104.56000328     0.57429269     0.00000000     0.30514142             11
1369016145.44638777    46.61890030    14.48429966   104.16999817     0.57499323     0.00048271     0.29268815             11
1369016147.47034407    46.67009830    14.52980042   103.78999710     0.57333647     0.00131109     0.26088622             11
1369016149.44265747    46.70639992    14.55790043   103.40999603     0.57208730     0.00060328     0.24968082             11
1369016151.44324446    46.72369957    14.57530022   103.03000450     0.57126273    -0.00187040     0.26151868             11
1369016153.53384399    46.72729969    14.57789993   102.65999794     0.57136653    -0.00284677     0.27181012             11
1369016155.44384766    46.73180103    14.58040047   102.29000092     0.57260990    -0.00160341     0.27671028             11
1369016157.45050764    46.73759937    14.58440018   101.90999985     0.57423799    -0.00004932     0.28243238             11
1369016159.44431257    46.74399853    14.58889961   101.54000282     0.57507530    -0.00172394     0.26215954             11
1369016161.44882202    46.74520016    14.58909988   101.16999626     0.57589737    -0.00336807     0.24225591             11
1369016163.44284058    46.75000191    14.59290028   100.79000473     0.57358767    -0.00507131     0.28426607             11
1369016165.44412231    46.75099850    14.59389973   100.41999817     0.57112293    -0.00671446     0.32948006             11
1369016167.44663191    46.76209927    14.60039997   100.05000114     0.57003083    -0.00559767     0.28963041             11
1369016169.44702148    46.77999973    14.61600018    99.68000412     0.56918063    -0.00389723     0.23163281             11
1369016171.44470215    46.78090096    14.61719990    99.32000160     0.57146350    -0.00224759     0.22241224             11
1369016173.44500732    46.78160191    14.61699963    98.94000053     0.57476030    -0.00059919     0.22857369             11
1369016175.45312500    46.78369999    14.61769962    98.57999802     0.57540361     0.00000000     0.25514129             11
1369016177.51181030    46.78589821    14.61989975    98.21000099     0.57457386     0.00000000     0.29150890             11
1369016179.44055891    46.78909779    14.62290001    97.84000397     0.57317539    -0.00025948     0.30167003             11
1369016181.44962263    46.78899765    14.62170029    97.46999741     0.56987620    -0.00108428     0.28374024             11
1369016183.44860840    46.79220200    14.62419987    97.08999634     0.56752765    -0.00248442     0.27052317             11
1369016185.44369507    46.79419994    14.62639999    96.73000336     0.56918636    -0.00663124     0.27699254             11
1369016187.44950056    46.79500103    14.62679958    96.35999680     0.57079615    -0.01032495     0.28042628             11
1369016189.44556379    46.79830074    14.62870026    96.00000381     0.57159778    -0.00872170     0.25253097             11
1369016191.44766235    46.79870129    14.62959957    95.62999725     0.57242557    -0.00706614     0.22372547             11
1369016193.44213867    46.80339813    14.63280010    95.26000023     0.57090915    -0.00698132     0.25935609             11
1369016195.44727278    46.80640221    14.63580036    94.87999916     0.56926019    -0.00698132     0.29860798             11
1369016197.47482300    46.81089878    14.63920021    94.51999664     0.57040761    -0.00626618     0.27955913             11
1369016199.49261475    46.81290150    14.64060020    94.14999962     0.57205863    -0.00544067     0.24979822             11
1369016201.50665283    46.81310177    14.64109993    93.78000259     0.57308904    -0.00461493     0.25359053             11
1369016203.45068359    46.81330204    14.64080048    93.40999603     0.57373074    -0.00397324     0.26513283             11
1369016205.44787598    46.81439877    14.64130020    93.03999901     0.57352603    -0.00383430     0.27638018             11
1369016207.51663923    46.81980133    14.64560032    92.67000198     0.57186586    -0.00466438     0.28258050             11
1369016209.44192505    46.82740211    14.65149975    92.29000092     0.57072264    -0.00523599     0.28167751             11
1369016211.44580078    46.84030056    14.66199970    91.92000389     0.57072264    -0.00523599     0.26624022             11
1369016213.45285034    46.85210228    14.67179966    91.54000282     0.57112275    -0.00483588     0.26117045             11
1369016215.44668579    46.85840130    14.67720032    91.16999626     0.57273921    -0.00321943     0.28922987             11
1369016217.44760847    46.86930180    14.68490028    90.79000473     0.57400069    -0.00195796     0.31168598             11
1369016219.44647932    46.87630177    14.69139957    90.41000366     0.57145481    -0.00450386     0.27418316             11
1369016221.48154402    46.88129902    14.69489956    90.03000259     0.56898532    -0.00697336     0.23780573             11
1369016223.49560547    46.89050198    14.70139980    89.65000153     0.56979765    -0.00616100     0.25326393             11
1369016225.57941389    46.89780235    14.70880032    89.25999641     0.57064812    -0.00531051     0.26941225             11
1369016227.45080566    46.90229893    14.71290016    88.88999939     0.57126873    -0.00523599     0.26685510             11
1369016229.48862410    46.90959930    14.71780014    88.50000381     0.57209098    -0.00523599     0.26087421             11
1369016231.44931746    46.91070080    14.71879959    88.12000275     0.57294421    -0.00666465     0.27339660             11
1369016233.44891357    46.91289902    14.72089958    87.72999763     0.57377474    -0.00915622     0.30001812             11
1369016235.44525862    46.91349983    14.72119999    87.34999657     0.57342955    -0.01008009     0.29812801             11
1369016237.45261335    46.91420078    14.72179985    86.96999550     0.57174463    -0.00923763     0.26384310             11
1369016239.44363403    46.91520214    14.72249985    86.57999992     0.57009480    -0.00872665     0.25531367             11
1369016241.44254255    46.91679955    14.72490025    86.19999886     0.56841429    -0.00872665     0.28814522             11
1369016243.45838118    46.91589832    14.72430038    85.81999779     0.56820167    -0.00848423     0.30468870             11
1369016245.47556257    46.91510201    14.72379971    85.43999672     0.57149277    -0.00766146     0.28244212             11
1369016247.54385376    46.91500187    14.72379971    85.05999565     0.57369988    -0.00698132     0.26976292             11
1369016249.45306396    46.91569805    14.72430038    84.68000412     0.57188063    -0.00698132     0.28999702             11
1369016251.44947004    46.91510201    14.72430038    84.28999901     0.56945019    -0.00698132     0.31702898             11
1369016253.44375610    46.91730022    14.72539997    83.90999794     0.56829640    -0.00698132     0.29055599             11
1369016255.44730330    46.91880226    14.72659969    83.52999687     0.56747290    -0.00698132     0.25218218             11
1369016257.44396973    46.91979885    14.72700024    83.14999580     0.56899312    -0.00756835     0.26166918             11
1369016259.45291138    46.92590237    14.73139954    82.77999878     0.57156089    -0.00842428     0.29186870             11
1369016261.49829817    46.92880154    14.73569965    82.39000320     0.57246798    -0.00766009     0.28684505             11
1369016263.44724226    46.92800045    14.73439980    81.99000359     0.57246798    -0.00600265     0.26245992             11
1369016265.47686768    46.92729950    14.73359966    81.61000252     0.57111855    -0.00568580     0.25626888             11
1369016267.46939802    46.92870140    14.73519993    81.21999741     0.56863464    -0.00651377     0.26563557             11
1369016269.48249006    46.93089962    14.73610020    80.83999634     0.56795994    -0.00698132     0.27188968             11
1369016271.44464111    46.93329811    14.73900032    80.45999527     0.56923899    -0.00698132     0.27358514             11
1369016273.44897461    46.93329811    14.73900032    80.06999969     0.57080428    -0.00706295     0.27531880             11
1369016275.45050764    46.93329811    14.73910046    79.68999863     0.57163944    -0.00789811     0.27293514             11
1369016277.44562483    46.93409920    14.74059963    79.29999828     0.57244553    -0.00870419     0.27094724             11
1369016279.49445295    46.93339825    14.73999977    78.89999866     0.57079325    -0.00705190     0.29867744             11
1369016281.45038557    46.93630219    14.74209976    78.52000237     0.56909295    -0.00535158     0.32721361             11
1369016283.45465088    46.93749905    14.74450016    78.13000202     0.56972284    -0.00672700     0.29480073             11
1369016285.44558716    46.94109917    14.74590015    77.74000168     0.57052743    -0.00833621     0.25772459             11
1369016287.44550276    46.94459915    14.74960041    77.35000134     0.57072264    -0.00804758     0.26896891             11
1369016289.44431257    46.94469929    14.74989986    76.96000099     0.57072264    -0.00740895     0.28800378             11
1369016291.45322371    46.94600105    14.75090027    76.57000065     0.57112111    -0.00658285     0.28875830             11
1369016293.44641829    46.95730209    14.75879955    76.18999958     0.57195121    -0.00575276     0.26377818             11
1369016295.44711304    46.96400166    14.76679993    75.78999996     0.57206997    -0.00603201     0.26777190             11
1369016297.55871582    46.96549892    14.76860046    75.39999962     0.57115237    -0.00786719     0.31283178             11
1369016299.45477295    46.96869850    14.77149963    75.00999928     0.57020062    -0.00872665     0.32213011             11
1369016301.48269653    46.97130203    14.77400017    74.61999893     0.56835429    -0.00872665     0.28037996             11
1369016303.45062971    46.97000027    14.77369976    74.22999859     0.56746868    -0.00872665     0.25860073             11
1369016305.44657087    46.96609974    14.77079964    73.83999825     0.56920558    -0.00872665     0.28500930             11
1369016307.44550276    46.96499825    14.77089977    73.44999790     0.57058060    -0.00858460     0.30563538             11
1369016309.45111084    46.96109772    14.76809978    73.06000233     0.56891249    -0.00691648     0.27698124             11
1369016311.44452620    46.95930004    14.76700020    72.67000198     0.56752810    -0.00553208     0.25320057             11
1369016313.44964600    46.95449829    14.76500034    72.29000092     0.56950994    -0.00295805     0.27064360             11
1369016315.47531843    46.93309784    14.75510025    71.90000057     0.57198559    -0.00048240     0.29512809             11
1369016317.44659424    46.93120003    14.75319958    71.51000023     0.57246798     0.00000000     0.29178442             11
1369016319.45633650    46.93140030    14.75440025    71.11999989     0.57246798     0.00000000     0.28131339             11
1369016321.47528791    46.93150043    14.75549984    70.72999954     0.57191686     0.00000000     0.27753554             11
1369016323.49326277    46.93079948    14.75609970    70.33999920     0.57109000     0.00000000     0.27684811             11
1369016325.45498657    46.92850113    14.75580025    69.93999958     0.57044570    -0.00083084     0.27221399             11
1369016327.45278931    46.92669868    14.75469971    69.54999924     0.56963258    -0.00327028     0.25950435             11
1369016329.50147200    46.92440033    14.75349998    69.14999962     0.56930142    -0.00539802     0.25738647             11
1369016331.44345808    46.92609787    14.75640011    68.75000000     0.57099120    -0.00624292     0.29974555             11
1369016333.46836042    46.92230225    14.75549984    68.36999893     0.57230210    -0.00664956     0.33250216             11
1369016335.44686890    46.92490101    14.75759983    67.96999931     0.57061077    -0.00326685     0.28903667             11
1369016337.44488525    46.92810059    14.76140022    67.57999897     0.56903356    -0.00003747     0.24801874             11
1369016339.44943953    46.94340229    14.77460003    67.17999935     0.57150151    -0.00168277     0.29012893             11
1369016341.44500732    46.96020126    14.79139996    66.78999901     0.57406413    -0.00339120     0.33385454             11
1369016343.45394897    46.96199894    14.79249954    66.38999939     0.57189055    -0.00271640     0.29795912             11
1369016345.46878052    46.96380138    14.79389954    65.98999977     0.56943132    -0.00189665     0.25725988             11
1369016347.56348372    46.97939873    14.80650043    65.59999943     0.56897736    -0.00245147     0.26833793             11
1369016349.45199585    46.99709892    14.82289982    65.20999908     0.56897736    -0.00306810     0.28457223             11
1369016351.46472168    47.01439857    14.83839989    64.80999947     0.56976436    -0.00191664     0.30320786             11
1369016353.44772339    47.02350140    14.84869957    64.41999912     0.57142531     0.00140529     0.31905924             11
1369016355.45221663    47.03360081    14.85690022    64.01999950     0.57189135     0.00233739     0.31774601             11
1369016357.45211792    47.05220222    14.87090015    63.62999916     0.57024222    -0.00096090     0.28553125             11
1369016359.44458723    47.06510067    14.88239956    63.23999882     0.56897736    -0.00349066     0.26521238             11
1369016361.45261335    47.07660198    14.89270020    62.84999847     0.56897736    -0.00349066     0.28156151             11
1369016363.45529890    47.08149910    14.89719963    62.45999813     0.56869119    -0.00391990     0.29295503             11
1369016365.56799316    47.08610058    14.90060043    62.06999779     0.56692058    -0.00657580     0.27773171             11
1369016367.44956160    47.09360123    14.90579987    61.68000221     0.56568732    -0.00842568     0.26712840             11
1369016369.45605469    47.09660053    14.90939999    61.30000114     0.56619158    -0.00802174     0.26452127             11
1369016371.44696045    47.09559917    14.90810013    60.92000008     0.56705363    -0.00715969     0.26344264             11
1369016373.45373535    47.10249901    14.91399956    60.53999901     0.56649599    -0.00624530     0.27359016             11
1369016375.45004272    47.11219788    14.92150021    60.15999794     0.56580966    -0.00555897     0.28326070             11
1369016377.45542097    47.11969852    14.92759991    59.78000164     0.56428693    -0.00463611     0.28399805             11
1369016379.44840193    47.13309765    14.94029999    59.39000130     0.56290596    -0.00394562     0.27960841             11
1369016381.46826887    47.13479996    14.94200039    59.01999950     0.56199604    -0.00441167     0.28868956             11
1369016383.57455444    47.14389801    14.95209980    58.63999844     0.56199604    -0.00624668     0.31254550             11
1369016385.45352888    47.15769768    14.96179962    58.27000141     0.56168091    -0.00666619     0.30474888             11
1369016387.51571655    47.16660023    14.97089958    57.89000034     0.56078474    -0.00577002     0.25541670             11
1369016389.44446516    47.20560074    14.99779987    57.51999855     0.56052967    -0.00560795     0.22657076             11
1369016391.44805908    47.21940041    15.02079964    57.15000153     0.56299731    -0.00889814     0.23145136             11
1369016393.45453596    47.22030163    15.02110004    56.77999973     0.56549578    -0.01221123     0.23654993             11
1369016395.45681763    47.21119881    15.01490021    56.40999794     0.56803405    -0.01051905     0.28532326             11
1369016397.44863892    47.19439983    15.00440025    56.04000092     0.57051308    -0.00886635     0.33295829             11
1369016399.45111084    47.18339920    14.99440002    55.66999912     0.56760113    -0.00872665     0.31097952             11
1369016401.57202148    47.18770027    14.99969959    55.28999805     0.56393684    -0.00872665     0.28045207             11
1369016403.44778442    47.18060017    14.99769974    54.92000103     0.56374133    -0.00808600     0.25969023             11
1369016405.50372314    47.20520020    15.01690006    54.53999996     0.56374133    -0.00717116     0.23236864             11
1369016407.44976807    47.21960068    15.03050041    54.16999817     0.56474396    -0.00648000     0.23667515             11
1369016409.44953108    47.23010063    15.04100037    53.77999783     0.56657516    -0.00556441     0.25489587             11
1369016411.45513916    47.24460125    15.05169964    53.41000080     0.56616089    -0.00595007     0.26935106             11
1369016413.45642805    47.25679874    15.06159973    53.02999973     0.56340816    -0.00778523     0.28970362             11
1369016415.44973755    47.26769924    15.07050037    52.64999866     0.56235104    -0.00730661     0.29138110             11
1369016417.45593262    47.28079796    15.07999992    52.28000164     0.56317283    -0.00401939     0.27109544             11
1369016419.54752302    47.29549885    15.09060001    51.90000057     0.56405053    -0.00236374     0.26695500             11
1369016421.44660139    47.31510162    15.10550022    51.52999878     0.56466596    -0.00359458     0.28664515             11
1369016423.44544172    47.35869884    15.13990021    51.16000175     0.56547576    -0.00521417     0.31255417             11
1369016425.45157576    47.37589836    15.15880013    50.78999996     0.56713028    -0.00523599     0.28198395             11
1369016427.45285034    47.38130093    15.16370010    50.40999889     0.56896490    -0.00523599     0.24747153             11
1369016429.45700073    47.38239765    15.16429996    50.04000187     0.56706145    -0.00523599     0.25045502             11
1369016431.45444441    47.38430023    15.16600037    49.67000008     0.56457913    -0.00523599     0.25462416             11
1369016433.44962263    47.38619804    15.16769981    49.29999828     0.56374133    -0.00634309     0.25813295             11
1369016435.45178223    47.39029884    15.17169952    48.92000198     0.56374133    -0.00800084     0.26127994             11
1369016437.46560669    47.39470005    15.17570019    48.55000019     0.56420627    -0.00872665     0.26126538             11
1369016439.45124006    47.39689827    15.17829990    48.16999912     0.56505999    -0.00872665     0.25870869             11
1369016441.44683838    47.39970207    15.18000031    47.78999805     0.56548667    -0.00751006     0.27793213             11
1369016443.44928694    47.40270138    15.18290043    47.41000175     0.56548667    -0.00502816     0.31975570             11
1369016445.45325422    47.40779877    15.18700027    47.03000069     0.56548667    -0.00381843     0.32965290             11
1369016447.45450544    47.40869999    15.18840027    46.64999962     0.56548667    -0.00464070     0.28948481             11
1369016449.44956160    47.40859985    15.18780041    46.26999855     0.56503232    -0.00569034     0.26172569             11
1369016451.48370361    47.41030216    15.19060040    45.89000225     0.56331806    -0.00740462     0.26671120             11
1369016453.45346785    47.41509914    15.19499969    45.51000118     0.56205544    -0.00866725     0.27038320             11
1369016455.45510864    47.41370201    15.19519997    45.13000011     0.56354356    -0.01027418     0.26904563             11
1369016457.45687866    47.41859913    15.19859982    44.74999905     0.56517586    -0.01190649     0.26745258             11
1369016459.44660139    47.42159843    15.20170021    44.35999870     0.56682129    -0.00821348     0.28002296             11
1369016461.45068359    47.42310047    15.20409966    43.97999763     0.56851254    -0.00313977     0.29633677             11
1369016463.45734358    47.42340088    15.20409966    43.59000206     0.56659134    -0.00293834     0.29364200             11
1369016465.45092773    47.42509842    15.20650005    43.20000172     0.56328845    -0.00458978     0.28370520             11
1369016467.45281982    47.42700100    15.20800018    42.82000065     0.56095169    -0.00575816     0.29401140             11
1369016469.45822859    47.43169785    15.21199989    42.43000031     0.55930072    -0.00658364     0.31645076             11
1369016471.45782471    47.45870113    15.23309994    42.04999924     0.56061845    -0.00655870     0.30882371             11
1369016473.48287964    47.47029781    15.24549961    41.66999817     0.56473769    -0.00573485     0.27288238             11
1369016475.45059919    47.47799873    15.25339985    41.27999783     0.56589347    -0.00490135     0.25523040             11
1369016477.49137068    47.48390198    15.25990009    40.90000153     0.56256875    -0.00407017     0.26544306             11
1369016479.50994873    47.48789787    15.26379967    40.52000046     0.55950778    -0.00423358     0.27931166             11
1369016481.52612305    47.49090195    15.26860046    40.13999939     0.55702661    -0.00671476     0.30184895             11
1369016483.44937849    47.47010231    15.26070023    39.76999998     0.55508929    -0.00865208     0.31944626             11
1369016485.45190430    47.46890068    15.25889969    39.40999985     0.55984019    -0.00953089     0.27050457             11
1369016487.45056868    47.46890068    15.25879955    39.03000116     0.56482241    -0.01036127     0.21927368             11
1369016489.45557356    47.47069836    15.26039982    38.65999937     0.56620100    -0.00832899     0.25509349             11
1369016491.45278931    47.47220039    15.26159954    38.28999996     0.56700583    -0.00591454     0.30314628             11
1369016493.45080566    47.48889923    15.27420044    37.92000055     0.56544228    -0.00523599     0.29661644             11
1369016495.45675659    47.49919891    15.28680038    37.53000021     0.56291080    -0.00523599     0.26827874             11
1369016497.45376587    47.50539780    15.29170036    37.16000080     0.56303838    -0.00419364     0.27336322             11
1369016499.45593262    47.52170086    15.30189991    36.77000046     0.56469083    -0.00254117     0.29765751             11
1369016501.48187256    47.54930019    15.32769966    36.40000105     0.56414599    -0.00308601     0.28706697             11
1369016503.49344587    47.56149769    15.33969975    36.01000071     0.56167363    -0.00555838     0.24596001             11
1369016505.48178101    47.57180214    15.35140038    35.62000036     0.56062615    -0.00773221     0.23822530             11
1369016507.44961548    47.56830215    15.35019970    35.23999929     0.56124496    -0.00896983     0.26447071             11
1369016509.45175171    47.56460190    15.34700012    34.86000061     0.56191969    -0.01039563     0.29583457             11
1369016511.44802856    47.57760048    15.36089993    34.47000027     0.56110036    -0.00957630     0.29056270             11
1369016513.45071411    47.58540154    15.36820030    34.07999992     0.56027847    -0.00875441     0.28527441             11
1369016515.45309448    47.59180069    15.37399960    33.69999886     0.56274688    -0.00872665     0.26289191             11
1369016517.45633650    47.59339809    15.37769985    33.31000090     0.56528679    -0.00872665     0.24029905             11
1369016519.50268555    47.59980202    15.38339996    32.92000055     0.56396907    -0.00948546     0.28045414             11
1369016521.45410156    47.61020184    15.39430046    32.53000021     0.56229907    -0.01032046     0.32659808             11
1369016523.45065308    47.61549950    15.40009975    32.13999987     0.56132590    -0.00779142     0.31644823             11
1369016525.45672607    47.62390137    15.40859985    31.74999952     0.56052456    -0.00458609     0.29429940             11
1369016527.50827742    47.62790203    15.41380024    31.35999918     0.55633998    -0.00460800     0.29412218             11
1369016529.45083618    47.63649940    15.42109966    30.96999884     0.55186820    -0.00588565     0.30257496             11
1369016531.45334578    47.65810013    15.44480038    30.59999943     0.54885943    -0.00725667     0.29756868             11
1369016533.45221663    47.67499924    15.46280003    30.22000074     0.55136900    -0.00809319     0.26033811             11
1369016535.45627546    47.68899918    15.47889996    29.84999895     0.55473711    -0.00956535     0.23816734             11
1369016537.49649763    47.71409988    15.50720024    29.47999954     0.56050229    -0.01285974     0.26182229             11
1369016539.45794678    47.73119926    15.52480030    29.11000013     0.56450864    -0.01486965     0.28407900             11
1369016541.45224714    47.74819851    15.54810047    28.74000072     0.55873021    -0.00991670     0.29474581             11
1369016543.45258284    47.75569916    15.55700016    28.36999893     0.55332483    -0.00534687     0.30251229             11
1369016545.45453596    47.76879787    15.57009983    27.99999952     0.55416580    -0.00702880     0.26741037             11
1369016547.45098877    47.77410030    15.57789993    27.63999939     0.55499142    -0.00868002     0.23294930             11
1369016549.50103760    47.77579784    15.58279991    27.26999998     0.55738912    -0.00951811     0.26065893             11
1369016551.45563459    47.78500080    15.59039974    26.90000057     0.55926402    -0.01014308     0.28330765             11
1369016553.45608521    47.79600143    15.60200024    26.53000116     0.55878093    -0.00949212     0.27786072             11
1369016555.48202515    47.81859875    15.62409973    26.15000010     0.55629757    -0.00783655     0.24851883             11
1369016557.45788574    47.82869816    15.63809967    25.78000069     0.55622398    -0.00738440     0.25357724             11
1369016559.46093750    47.83830166    15.64970016    25.40999889     0.55863093    -0.00818672     0.29381523             11
1369016561.45133162    47.84759998    15.66079998    25.03000021     0.56110383    -0.00986416     0.31100719             11
1369016563.45764160    47.85369873    15.67049980    24.64999914     0.56362983    -0.01323217     0.28173455             11
1369016565.45376587    47.88239956    15.69400024    24.27000046     0.56385685    -0.01570796     0.26656211             11
1369016567.44962263    47.90019989    15.71479988    23.88000011     0.55702513    -0.01570796     0.29316091             11
1369016569.45693970    47.90850163    15.72449970    23.49999905     0.55111671    -0.01543641     0.30833555             11
1369016571.45889282    47.92789936    15.75139999    23.12000036     0.54860351    -0.01376093     0.26981457             11
1369016573.54461670    47.94579983    15.77260017    22.75000095     0.54683460    -0.01214899     0.23627712             11
1369016575.45196533    47.95110226    15.78269958    22.37999916     0.55179646    -0.01152876     0.25400186             11
1369016577.46039534    47.97530174    15.80340004    22.01999903     0.55858203    -0.01068056     0.27824123             11
1369016579.45159912    47.99769878    15.83469963    21.64999962     0.55902069    -0.00862697     0.29031281             11
1369016581.45007324    48.00389767    15.84210014    21.27000093     0.55738046    -0.00616665     0.29846154             11
1369016583.45303345    48.03790092    15.86509991    20.91000080     0.54723272    -0.00470669     0.27743377             11
1369016585.45007324    48.11970234    15.93500042    20.55000067     0.53213214    -0.00386777     0.23921961             11
1369016587.45438337    48.29579830    16.11120033    20.20999908     0.53246919    -0.00438129     0.23677201             11
1369016589.46087646    48.34010124    16.16049957    19.88000035     0.54594888    -0.00606625     0.26464007             11
1369016591.50259399    48.37550163    16.19580078    19.55000043     0.55628570    -0.00773540     0.27980513             11
1369016593.45230818    48.40519905    16.22310066    19.22000051     0.56269767    -0.00933839     0.27987016             11
1369016595.52848005    48.44659805    16.26129913    18.88000011     0.56347883    -0.01020389     0.26716846             11
1369016597.45535994    48.48199844    16.29640007    18.55000019     0.55468283    -0.00957561     0.23729289             11
1369016599.45669556    48.52270126    16.33779907    18.22000027     0.54316189    -0.00875268     0.19816207             11
1369016601.45999146    48.54040146    16.35670090    17.89999962     0.54197812    -0.00872665     0.20423987             11
1369016603.45889282    48.58610153    16.40259933    17.58000016     0.54115181    -0.00872665     0.21161864             11
1369016605.45397949    48.64799976    16.44840050    17.25999951     0.54398807    -0.00579062     0.23598185             11
1369016607.45535994    48.82800102    16.64609909    16.92999959     0.54737744    -0.00240125     0.26307838             11
1369016609.46871948    48.89200211    16.72220039    16.61999941     0.54737574     0.00022756     0.27813844             11
1369016611.46063948    49.11719799    16.93110085    16.29999995     0.54654440     0.00272164     0.29054791             11
