# Originator: Lucas Merckelbach
# Dataset: German Bight filtered T and C
# Number of profiles: 36
# Creation time: Wed Oct 23 15:44:58 2013
#            time   conductivity    temperature       pressure          pitch           roll          speed profile_number
#               s          mS/cm              C           dbar            rad            rad            m/s              -
1376314797.72103882    40.18155122    14.17273904    22.42000103     0.41042632    -0.02279091     0.39584816             15
1376314799.71128035    40.18927931    14.18612515    22.06000090     0.41202013    -0.02443461     0.38483574             15
1376314801.71362305    40.19673070    14.19918539    21.71000004     0.41398651    -0.02443461     0.35583562             15
1376314803.71747541    40.20561046    14.21481150    21.32999897     0.41453553    -0.02315535     0.33824148             15
1376314805.86605835    40.21666783    14.23185046    20.95000029     0.41273831    -0.02045955     0.34473300             15
1376314807.72213745    40.22793868    14.24801238    20.61000109     0.41189769    -0.01864035     0.36007801             15
1376314809.71768188    40.23908316    14.26306717    20.25000095     0.41189769    -0.01686095     0.39930945             15
1376314811.71353865    40.25103762    14.27752707    19.86999989     0.41182651    -0.01585033     0.42073079             15
1376314813.74723005    40.26430738    14.29417281    19.50000048     0.41092571    -0.01765194     0.37012144             15
1376314815.72153425    40.27976121    14.31394488    19.11999941     0.41023129    -0.01904079     0.33110707             15
1376314817.72082520    40.30744890    14.34424811    18.75000000     0.41424439    -0.01510661     0.38245037             15
1376314819.71842146    40.35294959    14.39163935    18.35999966     0.41748813    -0.01186288     0.42666476             15
1376314821.71655989    40.44266883    14.48900231    17.96000004     0.42259165    -0.01789721     0.44742775             15
1376314823.88138533    40.63660097    14.69143074    17.56000042     0.42797229    -0.02865849     0.45004229             15
1376314825.71377563    41.32779417    15.35823968    17.15000033     0.41915913    -0.03141593     0.42142581             15
1376314827.73545027    42.52301869    16.68242332    16.74999952     0.39945379    -0.03141593     0.36480232             15
1376314829.71301270    43.39341739    17.71928460    16.33000016     0.39224436    -0.03064156     0.34569546             15
1376314831.76284790    43.71678121    18.03971709    15.98000050     0.39661364    -0.02802000     0.36369948             15
1376314833.72034407    43.83732401    18.13093732    15.65000057     0.40068826    -0.02658308     0.37654199             15
1376314835.72311401    43.88526175    18.15335612    15.29999971     0.41408057    -0.03194000     0.37927397             15
1376314837.72302246    43.90910184    18.16136916    14.96000051     0.42378750    -0.03582278     0.38125415             15
1376314839.71445417    43.92287411    18.16557324    14.60000038     0.40774955    -0.03589730     0.35468652             15
1376314841.89826155    43.93157426    18.16644000    14.27000046     0.38616758    -0.03499805     0.32252295             15
1376314843.72201538    43.93939553    18.16585727    13.96999955     0.39362268    -0.03068460     0.29231977             15
1376314845.75091553    43.94694519    18.16614626    13.68999958     0.40791864    -0.02443012     0.25242278             15
1376314847.72369385    43.95343351    18.16724656    13.40000033     0.41108851    -0.02066632     0.26546406             15
1376314849.77862549    43.95868434    18.16805167    13.10999990     0.40930113    -0.01619789     0.31879923             15
1376314851.71670532    43.96276062    18.16843081    12.81000018     0.41234785    -0.01888865     0.33303223             15
1376314853.72106934    43.96593950    18.16853182    12.54999995     0.42673200    -0.03686883     0.28760050             15
1376314855.71768188    43.96847496    18.16829404    12.30000019     0.43638010    -0.04929928     0.25953411             15
1376314857.72238874    43.97131360    18.16804606    12.00000048     0.43727943    -0.05739337     0.30199048             15
1376314859.91079712    43.97350132    18.16842913    11.64000034     0.43475768    -0.06379602     0.34219791             15
1376314861.71558332    43.97551506    18.16844624    11.28000021     0.41123058    -0.05826023     0.36009734             15
1376314863.75112915    43.97828761    18.16891333    10.93000054     0.38076335    -0.05109147     0.38327684             15
1376314865.71893311    43.98089789    18.17071671    10.60999990     0.37340883    -0.03995931     0.35589457             15
1376314867.79409790    43.98280446    18.17082904    10.29999971     0.36536552    -0.02387269     0.31222637             15
1376314869.71966553    43.98441288    18.16970684    10.01000047     0.38010843    -0.01525710     0.29245719             15
1376314871.71871948    43.98638183    18.17024972     9.73999977     0.41501983    -0.00720062     0.27798337             15
1376314873.71854353    43.98800692    18.17037708     9.45999980     0.41771590    -0.01076773     0.28444963             15
1376314875.72119856    43.98814783    18.16866643     9.12000000     0.36660003    -0.03856759     0.33461412             15
1376314877.71527815    43.98888076    18.16700709     8.84999990     0.33636523    -0.05712060     0.36233607             15
1376314879.71594238    43.99123933    18.16691724     8.64000022     0.37936900    -0.05282022     0.30248734             15
1376314881.71622419    43.99289694    18.16770490     8.39999974     0.41157534    -0.04959959     0.25766549             15
1376314883.71927595    43.99334002    18.16943112     8.10000002     0.43728729    -0.04445124     0.26306600             15
1376314885.82070923    43.99411704    18.17008034     7.81000018     0.45971288    -0.03906909     0.28202797             15
1376314887.72363281    43.99479989    18.16946447     7.51999974     0.42681580    -0.03783063     0.30299463             15
1376314889.71389771    43.99461556    18.16953661     7.17999995     0.37196506    -0.03695999     0.33157463             15
1376314891.72494507    43.99570178    18.16958972     6.89000010     0.34672036    -0.03859729     0.33986709             15
1376314893.71688843    43.99767788    18.16955615     6.65000021     0.33095017    -0.04385403     0.33494813             15
1376314895.71487427    43.99860962    18.16887561     6.34999990     0.32766582    -0.04669833     0.32730605             15
1376314897.72067261    43.99915215    18.16822050     6.12999976     0.36743405    -0.04410475     0.29937891             15
1376314899.71854353    43.99984744    18.16765468     5.84999979     0.40104749    -0.04176182     0.27746951             15
1376314901.71442366    44.00061850    18.16731367     5.55999994     0.39620857    -0.04014885     0.30255972             15
1376314903.75962019    44.00151987    18.16688056     5.23000002     0.39120957    -0.03848252     0.32847995             15
1376314905.75031233    44.00205428    18.16647494     4.97000009     0.38563560    -0.02624149     0.31385668             15
1376314907.75748396    44.00249061    18.16700244     4.69999999     0.37996559    -0.01328146     0.29685167             15
1376314909.71981812    44.00323088    18.16881525     4.41000015     0.40391321    -0.01182073     0.27485773             15
1376314911.72333479    44.00405065    18.17015248     4.12999988     0.44921427    -0.01424757     0.24191658             15
1376314913.72097778    44.00415972    18.16934855     3.84000003     0.44989035    -0.01635637     0.27955582             15
1376314915.72061872    44.00408056    18.16875951     3.47000003     0.38247175    -0.01800072     0.42528018             15
1376314917.71845198    44.00398603    18.17022910     3.14000010     0.33085837    -0.01940692     0.51378466             15
1376314919.72025251    44.00436255    18.17193535     2.87999988     0.32117458    -0.02021390     0.44538707             15
1376314921.77502441    44.00556199    18.17262330     2.56999999     0.32157961    -0.01850627     0.37565782             15
1376314923.71356916    44.00672635    18.17311054     2.23000005     0.39740621     0.00166038     0.31069965             15
1376314925.71801758    44.00733106    18.17327107     1.91000000     0.47493947     0.02228093     0.24427944             15
1376314927.78952742    44.00679569    18.17342248     1.52999997     0.44246281    -0.00183105     0.33786642             15
1376314929.72046614    44.00580884    18.17369884     1.04999997     0.41612933    -0.02081565     0.41134350             15
1376314931.72156477    44.00613201    18.17382647     0.71999997     0.23433888    -0.02166213     0.26405677             15
1376314933.71780396    44.00706214    18.17447983     0.35000000    -0.04469920    -0.00537310    -0.05043025             15
1376314935.71795654    44.00705397    18.17344204     0.28000001    -0.28006512     0.01054697    -0.28811171             15
1376314939.71505737    44.00843654    18.17238757     0.52999999    -0.18777178     0.03778107     0.22861378             16
1376314941.71851301    44.00936215    18.17391729     0.66000000    -0.31307584     0.05243787     0.18457745             16
1376314943.71972656    44.00968293    18.17402957     0.77000000    -0.47787208     0.06763752     0.07474923             16
1376314945.71505737    44.00969531    18.17303454     1.00000001    -0.50443029     0.04763087     0.13222392             16
1376314947.76007080    44.00904003    18.17245754     1.33000001    -0.44844025     0.00641599     0.29022194             16
1376314949.75979614    44.00904831    18.17270477     1.62000000    -0.40070950    -0.02104627     0.35464669             16
1376314951.71774292    44.00963573    18.17341784     1.86000004    -0.37587679    -0.02459380     0.28980874             16
1376314953.72144270    44.00949926    18.17357094     2.06000000    -0.34326713    -0.02925232     0.20466526             16
1376314955.72583008    44.00880421    18.17304670     2.17999995    -0.38348664    -0.03179260     0.17102402             16
1376314957.71875000    44.00814327    18.17317660     2.37000003    -0.42962573    -0.03406174     0.14322506             16
1376314959.71860456    44.00847844    18.17298598     2.54999995    -0.45657348    -0.03284991     0.16009271             16
1376314961.72393799    44.00977688    18.17287173     2.75999993    -0.47132923    -0.02974344     0.20120346             16
1376314963.72223616    44.01041743    18.17306478     2.98999995    -0.46010622    -0.02590568     0.24469193             16
1376314965.73107910    44.01011175    18.17271500     3.21000010    -0.41143993    -0.02095656     0.29229876             16
1376314967.72613525    44.00984661    18.17244954     3.42000008    -0.37920356    -0.01634707     0.31430994             16
1376314969.71887207    44.01025265    18.17169097     3.61999989    -0.38733806    -0.01227982     0.27133772             16
1376314971.78988647    44.01112981    18.17064378     3.84999990    -0.39922763    -0.00828169     0.23188237             16
1376314973.72232771    44.01147259    18.17005784     4.02999997    -0.42553746    -0.00583427     0.22135147             16
1376314975.72336531    44.01178432    18.16937564     4.28999990    -0.46062955    -0.00256989     0.20730534             16
1376314977.71969604    44.01205107    18.16943824     4.51999992    -0.46407367    -0.01439175     0.21535966             16
1376314979.71896362    44.01223242    18.16940615     4.76999998    -0.45680989    -0.03134056     0.23090908             16
1376314981.72528791    44.01242764    18.16906389     5.05999982    -0.43559325    -0.03408853     0.26034599             16
1376314983.72550154    44.01292004    18.16930589     5.37999988    -0.40463698    -0.02675678     0.29941981             16
1376314985.72058821    44.01367530    18.16909010     5.66999972    -0.39944923    -0.02480448     0.30433664             16
1376314987.71978760    44.01354701    18.16888741     5.95000029    -0.42771173    -0.02979198     0.26481654             16
1376314989.72153425    44.01307251    18.16927755     6.26999974    -0.44417904    -0.03507052     0.26661432             16
1376314991.72525740    44.01400778    18.16938108     6.58999979    -0.43532208    -0.04151195     0.36275105             16
1376314993.80285645    44.01517316    18.16922901     6.94000006    -0.42313753    -0.04265576     0.43253158             16
1376314995.72000122    44.01552134    18.16937350     7.31000006    -0.40175201    -0.02127023     0.36563719             16
1376314997.72434187    44.01590789    18.16952242     7.62000024    -0.37360038     0.00688141     0.27757825             16
1376314999.72357178    44.01586448    18.16929291     7.88999975    -0.38895664    -0.00037243     0.27587315             16
1376315001.71723127    44.01599961    18.16887720     8.19000006    -0.41792560    -0.01888038     0.30226979             16
1376315003.71936750    44.01647595    18.16868517     8.51000011    -0.43083049    -0.02371411     0.29877332             16
1376315005.72604370    44.01645653    18.16878158     8.84000003    -0.43329095    -0.01961334     0.27564484             16
1376315007.71637678    44.01568271    18.16909201     9.15000021    -0.43872120    -0.02384255     0.28428773             16
1376315009.72058105    44.01536581    18.16892957     9.47000027    -0.44762273    -0.03759945     0.32912803             16
1376315011.73602295    44.01660001    18.16844060     9.81000006    -0.44941149    -0.04506549     0.36344537             16
1376315013.71735334    44.01791866    18.16832247    10.18000007    -0.43563802    -0.03858385     0.37375050             16
1376315015.72437239    44.01863623    18.16859943    10.57999969    -0.41692437    -0.03178433     0.39085065             16
1376315017.71810913    44.01915820    18.16906440    10.95999956    -0.38923378    -0.02648187     0.42350181             16
1376315019.72799683    44.01948115    18.16909428    11.29999995    -0.35209742    -0.01937065     0.46729089             16
1376315021.72339582    44.01942073    18.16922531    11.61999941    -0.36088563    -0.01442086     0.41636852             16
1376315023.72473145    44.01925784    18.17017460    11.90999985    -0.38573851    -0.01041233     0.33344807             16
1376315025.71832991    44.01921430    18.17078712    12.18999982    -0.42127635    -0.00825331     0.27891160             16
1376315027.72583008    44.01880088    18.17067180    12.48999953    -0.46494146    -0.00742944     0.24468077             16
1376315029.75460815    44.01814184    18.17040027    12.84999967    -0.46458809    -0.01021918     0.26165922             16
1376315031.72674561    44.01833079    18.17010437    13.19000006    -0.41019552    -0.01752565     0.34198766             16
1376315033.72067261    44.01812450    18.17001635    13.48000050    -0.37274802    -0.02219283     0.38438769             16
1376315035.73432112    44.01770425    18.17000261    13.73999953    -0.37597430    -0.02057969     0.33769515             16
1376315037.77835798    44.01839724    18.16995862    14.01000023    -0.38394037    -0.02080936     0.28982166             16
1376315039.72052717    44.01894758    18.16999361    14.24000025    -0.40998400    -0.02887049     0.25029334             16
1376315041.72623396    44.01894795    18.16987189    14.47000027    -0.44379579    -0.03933604     0.19897473             16
1376315043.71857405    44.01905810    18.16998008    14.75000024    -0.43423788    -0.03636302     0.21751060             16
1376315045.72455549    44.01930765    18.17020784    15.03000021    -0.41047143    -0.02898723     0.25896165             16
1376315047.76428938    44.01787202    18.16817561    15.27999997    -0.40338854    -0.02323571     0.27152910             16
1376315049.72037458    44.01232271    18.15887036    15.54999948    -0.40674272    -0.01820444     0.26604513             16
1376315051.72479248    44.00186383    18.14560285    15.78999996    -0.41461455    -0.01648390     0.26185890             16
1376315053.71792603    43.98631934    18.12466956    16.01999998    -0.42758613    -0.01810535     0.25879730             16
1376315055.76935530    43.98253117    18.11642386    16.31000042    -0.42966552    -0.01892084     0.27363571             16
1376315057.72479248    43.98749123    18.12315574    16.62999988    -0.41032778    -0.01811510     0.32266383             16
1376315059.72277832    43.98563071    18.12175833    16.92000031    -0.39354919    -0.01715489     0.36106507             16
1376315061.72106934    43.95919548    18.09335067    17.18999982    -0.38993942    -0.01595163     0.35352936             16
1376315063.71622419    43.89127798    18.01063920    17.45000005    -0.38520319    -0.01437288     0.34364207             16
1376315065.77460432    43.74189687    17.87999919    17.71999955    -0.38458657    -0.00904963     0.27772064             16
1376315067.72589111    43.13361121    17.29659353    17.96000004    -0.38539141    -0.00261095     0.19469509             16
1376315069.72055769    42.10005491    16.16903161    18.20999980    -0.38807691     0.00094365     0.19508803             16
1376315071.72369385    41.29257836    15.24542898    18.43000054    -0.39201536     0.00251904     0.25195057             16
1376315073.72837019    40.86912946    14.79117033    18.63000035    -0.40444222     0.00187811     0.26461974             16
1376315075.71902466    40.65167871    14.57631617    18.83999944    -0.42952988    -0.00216829     0.20840892             16
1376315077.72280884    40.54157031    14.47789364    19.04999971    -0.44770927    -0.00712680     0.16827624             16
1376315079.74924421    40.47608955    14.42371508    19.25999999    -0.44457435    -0.01418037     0.17753719             16
1376315081.78161621    40.42993753    14.38373947    19.47999954    -0.44072070    -0.02098248     0.18851109             16
1376315083.85083008    40.39349575    14.35079051    19.72000003    -0.42273607    -0.02179996     0.23293504             16
1376315085.72879028    40.36682923    14.32712434    19.93999958    -0.40952910    -0.02240028     0.26555766             16
1376315087.71955061    40.34794121    14.31157409    20.13999939    -0.40730016    -0.02475383     0.26013556             16
1376315089.71987915    40.33468555    14.30252302    20.33999920    -0.41390368    -0.02805559     0.22634773             16
1376315091.75022078    40.32183661    14.29241813    20.59000015    -0.41873494    -0.02686842     0.22204097             16
1376315093.72265625    40.30829107    14.28033381    20.84000111    -0.42200309    -0.02114914     0.24698218             16
1376315095.72113037    40.29455933    14.26688587    21.01999998    -0.42610178    -0.01830477     0.25965961             16
1376315097.71871948    40.28206004    14.25377372    21.21999979    -0.43177550    -0.02073636     0.24983638             16
1376315099.71939802    40.27124578    14.24168466    21.48000002    -0.43318187    -0.02335253     0.22357882             16
1376315101.71857405    40.26003992    14.22886902    21.71999931    -0.41767673    -0.02661677     0.13317907             16
1376315103.74127913    40.24964301    14.21699484    21.88999891    -0.40403759    -0.02932399     0.05311724             16
1376315105.72223616    40.24312732    14.21028964    22.07999945    -0.41641682    -0.02437229     0.11755728             16
1376315107.72434187    40.23885792    14.20768206    22.30999947    -0.43273913    -0.01784337     0.20252297             16
1376315109.78173828    40.23500554    14.20541837    22.52000093    -0.43699979    -0.01516904     0.23350699             16
1376315111.72473145    40.23221842    14.20409451    22.73000002    -0.43533270    -0.01433550     0.23844788             16
1376315113.72180176    40.22520906    14.19667173    22.95000076    -0.42472862    -0.01010502     0.25167807             16
1376315115.72265625    40.22080771    14.19331956    23.16999912    -0.40620282    -0.00285579     0.27238684             16
1376315117.72311401    40.21508756    14.18477868    23.38999987    -0.39700735    -0.00081761     0.26351795             16
1376315119.72186279    40.20524159    14.16905598    23.58999968    -0.40344910    -0.00725937     0.20819029             16
1376315121.72635603    40.20022876    14.16263655    23.80000114    -0.41105807    -0.01201338     0.17038388             16
1376315123.77999878    40.19698472    14.15960954    24.00000095    -0.42161990    -0.01120093     0.18941489             16
1376315125.72381592    40.19392000    14.15677413    24.20000076    -0.42962560    -0.01058511     0.20384010             16
1376315127.72937727    40.19115826    14.15350460    24.43000078    -0.42756272    -0.01117870     0.18624679             16
1376315129.72271729    40.18924788    14.15164390    24.67000008    -0.42352633    -0.01198598     0.16312300             16
1376315131.72644758    40.18756507    14.15050969    24.87999916    -0.41660057    -0.01683260     0.17160378             16
1376315133.72159529    40.18597803    14.14944655    25.06999969    -0.40845280    -0.02335080     0.19293951             16
1376315135.72754622    40.18394143    14.14742381    25.29999971    -0.40946635    -0.02481495     0.21840569             16
1376315137.72290039    40.18182309    14.14499822    25.55000067    -0.41751394    -0.02240068     0.24706885             16
1376315139.72393799    40.18015807    14.14343822    25.75000048    -0.42168497    -0.01888979     0.25843572             16
1376315141.71987915    40.17828405    14.14273082    25.96999884    -0.42011379    -0.01417624     0.24483329             16
1376315143.73352766    40.17789318    14.14342213    26.22999907    -0.41607903    -0.01117198     0.23781131             16
1376315145.81226301    40.17830054    14.14390989    26.45999908    -0.40284736    -0.01447989     0.25514413             16
1376315147.71893311    40.17771417    14.14335294    26.65999889    -0.39314346    -0.01690586     0.26785574             16
1376315149.72748518    40.17634858    14.14233761    26.87999964    -0.39625702    -0.01745329     0.23591583             16
1376315151.72457886    40.17338243    14.13791732    27.07000017    -0.40295959    -0.01745329     0.19192310             16
1376315153.72534895    40.17167421    14.13545533    27.29000092    -0.40883349    -0.01745329     0.18210002             16
1376315155.72879028    40.17147265    14.13608378    27.53000021    -0.41458093    -0.01745329     0.18653181             16
1376315157.73300171    40.16874427    14.13175091    27.73000002    -0.42027587    -0.01790218     0.18576649             16
1376315159.71921492    40.16482864    14.12609548    27.90999889    -0.42592611    -0.01870935     0.18085073             16
1376315161.72790527    40.16294000    14.12331403    28.15999985    -0.42570201    -0.01853517     0.19183217             16
1376315163.76956892    40.16298369    14.12326000    28.42999935    -0.41676448    -0.01691016     0.22602732             16
1376315165.72808838    40.16240841    14.12261852    28.64000082    -0.40893175    -0.01570796     0.25675574             16
1376315167.76657104    40.16035052    14.11931136    28.84999990    -0.40394936    -0.01570796     0.27892177             16
1376315169.72100830    40.15844486    14.11638999    29.11000013    -0.40032795    -0.01570796     0.29503294             16
1376315171.73565674    40.15749526    14.11538569    29.34999943    -0.40246652    -0.01779755     0.25619433             16
1376315173.71963501    40.15639943    14.11438508    29.54999924    -0.40580288    -0.02029982     0.20623564             16
1376315175.72494507    40.15537457    14.11317376    29.79000092    -0.41078738    -0.01917581     0.20840118             16
1376315177.73221540    40.15458704    14.11222537    30.03000021    -0.41645858    -0.01674530     0.22905601             16
1376315179.72849226    40.15349784    14.11051592    30.23999929    -0.41552057    -0.01618774     0.25264902             16
1376315181.79239607    40.15273155    14.10923627    30.49000025    -0.40986721    -0.01699537     0.27752435             16
1376315183.71969604    40.15204981    14.10823496    30.75000048    -0.40338420    -0.01636078     0.27288333             16
1376315185.74161482    40.15183090    14.10824777    30.98000050    -0.39608854    -0.01392890     0.23115646             16
1376315187.77709961    40.15158896    14.10803889    31.18999958    -0.39476841    -0.01221730     0.20126638             16
1376315189.83993530    40.15097402    14.10703561    31.42999887    -0.40791994    -0.01221730     0.19946630             16
1376315191.72025251    40.15077296    14.10700545    31.64999962    -0.41777999    -0.01221730     0.19811674             16
1376315193.73349714    40.15060917    14.10691623    31.87000036    -0.42035422    -0.01738047     0.24491907             16
1376315195.72159529    40.15038196    14.10664917    32.10999966    -0.42198745    -0.02309677     0.29690192             16
1376315197.73361921    40.15032123    14.10652300    32.36000061    -0.40862236    -0.02380973     0.28571682             16
1376315199.71945906    40.15023162    14.10633469    32.60999918    -0.39087549    -0.02300306     0.25557209             16
1376315201.72632551    40.15006093    14.10617894    32.82999992    -0.38598303    -0.02168398     0.22598704             16
1376315203.72840071    40.14990525    14.10594336    33.02999973    -0.38910783    -0.02012159     0.19823027             16
1376315205.72879028    40.14964353    14.10552670    33.25999975    -0.39721668    -0.01919862     0.17533682             16
1376315207.77735090    40.14957358    14.10563072    33.51000071    -0.41314467    -0.01919862     0.15881459             16
1376315209.76770020    40.14962825    14.10594234    33.71000051    -0.42180917    -0.02127387     0.16080681             16
1376315211.72956038    40.14964286    14.10599096    33.91000032    -0.41572777    -0.02674713     0.19607362             16
1376315213.73498535    40.14931835    14.10523913    34.14999962    -0.40750873    -0.03414427     0.24373689             16
1376315215.72985840    40.14831623    14.10389800    34.37999964    -0.39656362    -0.02985754     0.25423888             16
1376315217.72274780    40.14779158    14.10335112    34.63999987    -0.38510313    -0.02412730     0.26058313             16
1376315219.72973633    40.14787144    14.10326580    34.86999989    -0.39385233    -0.02085372     0.23765583             16
1376315221.72327375    40.14734252    14.10240856    35.00000000    -0.40919634    -0.01843098     0.20529300             16
1376315223.72852278    40.14650413    14.10092462    35.19000053    -0.42025134    -0.01939848     0.22439240             16
1376315225.74258423    40.14675693    14.10136801    35.51000118    -0.42839928    -0.02265766     0.27827565             16
1376315227.72632551    40.14755820    14.10278738    35.78000069    -0.42422779    -0.02371679     0.28815108             16
1376315229.74960327    40.14788243    14.10313559    35.95999956    -0.40422225    -0.02204966     0.24285681             16
1376315231.73208618    40.14782236    14.10302129    36.19999886    -0.38745206    -0.02105512     0.21775794             16
1376315233.72650862    40.14754951    14.10266581    36.44000053    -0.33987261    -0.02256557     0.28490975             16
1376315235.73181152    40.14729315    14.10239907    36.64999962    -0.29137141    -0.02410530     0.35336250             16
1376315237.73239851    40.14729800    14.10235745    36.81999922    -0.09992395    -0.02320281     0.20650391             16
1376315239.72106934    40.14729929    14.10226685    36.88999891     0.13188389    -0.02162589    -0.00024451             17
1376315241.72455549    40.14696948    14.10216820    36.80999994     0.32292552    -0.02234802    -0.02452072             17
1376315243.77105713    40.14647778    14.10181516    36.61000013     0.47550067    -0.02470743     0.08492696             17
1376315245.72814941    40.14612625    14.10150694    36.31999969     0.54815255    -0.02521265     0.18026918             17
1376315247.73077393    40.14610565    14.10158522    35.95999956     0.49128078    -0.02277529     0.24839421             17
1376315249.78620100    40.14606346    14.10214597    35.65999985     0.43396424    -0.02113842     0.30731538             17
1376315251.80649519    40.14627229    14.10299327    35.36999941     0.37469986    -0.02192861     0.33874389             17
1376315253.73422956    40.14647485    14.10320997    35.06999969     0.32921683    -0.02253506     0.36286401             17
1376315255.72437239    40.14630889    14.10315926    34.84999895     0.34713784    -0.02076616     0.32347160             17
1376315257.73453474    40.14597279    14.10332038    34.61999893     0.38483057    -0.01830793     0.26527771             17
1376315259.72446394    40.14577290    14.10326100    34.33000088     0.41535886    -0.01692530     0.27928435             17
1376315261.79441023    40.14619463    14.10396890    34.03000116     0.44190286    -0.01612094     0.33144475             17
1376315263.72363997    40.14671089    14.10517680    33.68000031     0.43980841    -0.01570796     0.34904609             17
1376315265.73261213    40.14670214    14.10557613    33.34000111     0.40997630    -0.01570796     0.33163057             17
1376315267.72305298    40.14640633    14.10542715    33.03999901     0.38945775    -0.01670524     0.31680230             17
1376315269.75455427    40.14665742    14.10612146    32.72000074     0.39028517    -0.02001492     0.30782743             17
1376315271.74484253    40.14694464    14.10690509    32.39000082     0.39208370    -0.02226555     0.30782559             17
1376315273.76669312    40.14665457    14.10647881    32.13000059     0.39860775    -0.01981903     0.34968658             17
1376315275.73160505    40.14657703    14.10670770    31.80000067     0.40354924    -0.01796597     0.38139327             17
1376315277.72283936    40.14662968    14.10691203    31.41000032     0.40746313    -0.01490654     0.34694334             17
1376315279.72482300    40.14664375    14.10711254    31.11000061     0.41074087    -0.01162880     0.29131553             17
1376315281.73590088    40.14672088    14.10777686    30.85999966     0.40719981    -0.01151595     0.31202830             17
1376315283.72262573    40.14655807    14.10766963    30.48000097     0.39993033    -0.01313139     0.37445905             17
1376315285.73489380    40.14680803    14.10807506    30.10999918     0.40173287    -0.01475451     0.39870832             17
1376315287.78158569    40.14764523    14.10940440    29.86999989     0.41324689    -0.01639937     0.38235048             17
1376315289.73284912    40.14878439    14.11201721    29.53000069     0.41783126    -0.01773260     0.36782354             17
1376315291.73263550    40.15011431    14.11504113    29.10000086     0.40946899    -0.01856883     0.35571053             17
1376315293.72406006    40.15120349    14.11694762    28.78999949     0.40329044    -0.01918669     0.34676069             17
1376315295.72808838    40.15211652    14.11863751    28.49999905     0.39998698    -0.02079067     0.35274090             17
1376315297.72248030    40.15247063    14.11982960    28.11000109     0.39671094    -0.02242868     0.35907172             17
1376315299.72814941    40.15293213    14.12149255    27.73000002     0.40630425    -0.02336358     0.33473974             17
1376315301.73346663    40.15371407    14.12276454    27.47999907     0.41842641    -0.02417172     0.30437093             17
1376315303.72855330    40.15359292    14.12241445    27.11999893     0.41562632    -0.02387266     0.32886475             17
1376315305.74542952    40.15275521    14.12130503    26.70000076     0.40593402    -0.02306497     0.37826889             17
1376315307.73303223    40.15447384    14.12442354    26.38999939     0.40098831    -0.02181445     0.40055073             17
1376315309.72781372    40.15863316    14.13204179    26.08000040     0.40016727    -0.02017236     0.39924029             17
1376315311.72922468    40.16245612    14.13972901    25.69000006     0.40097022    -0.01855371     0.38913649             17
1376315313.77548933    40.16483358    14.14468392    25.30999899     0.40423164    -0.01692301     0.36555310             17
1376315315.72778320    40.16528565    14.14558372    25.00999928     0.40671166    -0.01574126     0.34814706             17
1376315317.72263288    40.16481953    14.14445801    24.66000080     0.40914960    -0.01736656     0.35624880             17
1376315319.72567749    40.16414467    14.14272089    24.27000046     0.41157508    -0.01898355     0.36430912             17
1376315321.73678589    40.16429444    14.14320970    23.91000032     0.41048151    -0.01919862     0.35355231             17
1376315323.77051497    40.16539833    14.14543823    23.58999968     0.40886814    -0.01919862     0.34007630             17
1376315325.72872925    40.16628036    14.14802230    23.22999954     0.40605064    -0.02037682     0.37367330             17
1376315327.72988892    40.16710134    14.14986016    22.83999920     0.40291816    -0.02194306     0.42345579             17
1376315329.72638655    40.17124082    14.15715224    22.47999907     0.40528952    -0.02483583     0.40313828             17
1376315331.78189087    40.18044416    14.17428345    22.13999987     0.41270607    -0.02895614     0.31861153             17
1376315333.72409058    40.19242828    14.19425763    21.77000046     0.41491796    -0.02920020     0.31066724             17
1376315335.73675537    40.20185930    14.20902100    21.35999918     0.40923772    -0.02351996     0.41966462             17
1376315337.73551130    40.21123153    14.22314005    20.98999977     0.40490123    -0.01921882     0.50207072             17
1376315339.72866821    40.22406786    14.24175811    20.62999964     0.40247809    -0.02244968     0.41960373             17
1376315341.78295898    40.23574085    14.25884209    20.25000095     0.40000605    -0.02574575     0.33547223             17
1376315343.72393799    40.24648098    14.27285916    19.88000035     0.40179217    -0.02195640     0.39279940             17
1376315345.72875977    40.25847410    14.28800109    19.50999975     0.40422272    -0.01709528     0.47153624             17
1376315347.73255110    40.27036191    14.30386705    19.16000009     0.40780213    -0.01686227     0.43598401             17
1376315349.74209595    40.28720548    14.32208275    18.79999995     0.41189544    -0.01849959     0.35368109             17
1376315351.72982788    40.32145564    14.35944392    18.42000008     0.42095454    -0.02011256     0.33544995             17
1376315353.73706055    40.38929940    14.43591424    18.04000020     0.43420963    -0.02176945     0.36610091             17
1376315355.75754499    40.53569283    14.58718701    17.64999986     0.43571794    -0.02681895     0.39577383             17
1376315357.79302979    41.23161652    15.22875540    17.22000003     0.42192955    -0.03655192     0.42560384             17
1376315359.87058210    42.50522225    16.62977025    16.79000020     0.40636030    -0.04242945     0.44239076             17
1376315361.72872925    43.42258516    17.73752921    16.39000058     0.39240756    -0.03939625     0.43000332             17
1376315363.73001099    43.74337257    18.04361948    15.98999977     0.37382263    -0.03535604     0.41350336             17
1376315365.73483276    43.85718070    18.11622829    15.62999964     0.39595103    -0.01730957     0.38195751             17
1376315367.75723982    43.90214609    18.13510923    15.31000018     0.42263990     0.00210051     0.34918611             17
1376315369.73432112    43.92361773    18.14472259    14.95000005     0.42996313     0.00269639     0.35629232             17
