# Originator: Lucas Merckelbach
# Dataset: German Bight filtered T and C
# Number of profiles: 36
# Creation time: Wed Oct 23 15:44:58 2013
#            time   conductivity    temperature       pressure          pitch           roll          speed profile_number
#               s          mS/cm              C           dbar            rad            rad            m/s              -
1376311489.64630842    40.13833008    14.09071000    32.50000000    -0.40983392    -0.02993059     0.28149560              2
1376311491.66327620    40.13772244    14.08968914    32.75000095    -0.39933897    -0.02838118     0.28938678              2
1376311493.68765259    40.13744996    14.08940310    32.98000097    -0.39852377    -0.01696854     0.25116768              2
1376311495.78354597    40.13792565    14.08999112    33.21000099    -0.40069983    -0.00987863     0.23317187              2
1376311497.64936018    40.13889481    14.09143306    33.46999884    -0.40796819    -0.01290711     0.25842248              2
1376311499.64602661    40.13970414    14.09267097    33.77000093    -0.41776826    -0.01699047     0.29246838              2
1376311501.64410400    40.14003052    14.09311764    34.01000023    -0.41300833    -0.02259015     0.25931981              2
1376311503.64285278    40.13942250    14.09217437    34.24999952    -0.40656531    -0.02822778     0.21870459              2
1376311505.65289307    40.13885644    14.09122514    34.48999882    -0.40130631    -0.03328067     0.22706176              2
1376311507.68152571    40.13877676    14.09116156    34.73000050    -0.39633915    -0.03824783     0.25286255              2
1376311509.64962769    40.13817025    14.09034997    34.99000072    -0.39493068    -0.04354646     0.25338341              2
1376311511.64294434    40.13753298    14.08925266    35.20999908    -0.39574258    -0.04922969     0.23782090              2
1376311513.71701050    40.13772948    14.08941911    35.42000055    -0.39994171    -0.05010870     0.23065081              2
1376311515.72028303    40.13814886    14.09007813    35.62999964    -0.40799309    -0.04527787     0.23365801              2
1376311517.65125227    40.13774737    14.08963241    35.86999893    -0.41287800    -0.04169664     0.23609062              2
1376311519.65134382    40.13690635    14.08867669    36.12999916    -0.39961227    -0.03838021     0.24168015              2
1376311521.64999390    40.13616796    14.08814768    36.37000084    -0.38678137    -0.03517248     0.24708646              2
1376311523.64880371    40.13538538    14.08722122    36.54999971    -0.34371695    -0.02565217     0.27799208              2
1376311525.70294189    40.13554305    14.08694991    36.80000067    -0.29962838    -0.01593774     0.30996351              2
1376311527.64605713    40.13617040    14.08762514    37.01999903    -0.12045563    -0.01618765     0.21117440              2
1376311529.65283203    40.13608130    14.08768863    37.03999996     0.14291493    -0.02263096     0.03098229              3
1376311531.65097046    40.13569063    14.08706549    36.96000099     0.35109046    -0.02479288    -0.02619970              3
1376311533.66284180    40.13576963    14.08675699    36.83000088     0.49936457    -0.02153411     0.07263484              3
1376311535.64646101    40.13634102    14.08742602    36.54000044     0.60089830    -0.01894962     0.14775592              3
1376311537.65225935    40.13627365    14.08765716    36.09999895     0.52458150    -0.01493295     0.21693701              3
1376311539.66944075    40.13501010    14.08706058    35.75000048     0.44837306    -0.01092198     0.28601987              3
1376311541.65103149    40.13375698    14.08667211    35.55000067     0.40612407    -0.01853041     0.33869130              3
1376311543.64712524    40.13349539    14.08635797    35.29000044     0.36918800    -0.02736295     0.38792725              3
1376311545.64639997    40.13360890    14.08609807    34.93999958     0.38073456    -0.02849300     0.32617427              3
1376311547.64599609    40.13360255    14.08609979    34.69000101     0.40985788    -0.02687504     0.22365435              3
1376311549.64495850    40.13349080    14.08618416    34.44999933     0.43041298    -0.01947719     0.23843369              3
1376311551.65140486    40.13327750    14.08611322    34.07000065     0.44540212    -0.00698623     0.34805448              3
1376311553.64932966    40.13314712    14.08631343    33.71999979     0.44704614    -0.00202184     0.38999313              3
1376311555.66748762    40.13285548    14.08638652    33.39999914     0.43086521    -0.00687612     0.34348096              3
1376311557.77133894    40.13307100    14.08606027    33.05000067     0.41864655    -0.00930957     0.31183197              3
1376311559.65323591    40.13536464    14.08917460    32.70999908     0.41804160    -0.00628484     0.31913181              3
1376311561.65396118    40.13696646    14.09219226    32.36999989     0.41723506    -0.00225216     0.32886425              3
1376311563.64700317    40.13710115    14.09228314    32.03999996     0.41785963    -0.00537503     0.34353315              3
1376311565.64936018    40.13739395    14.09250820    31.73000097     0.41866386    -0.00939612     0.35842876              3
1376311567.64356184    40.13728879    14.09237469    31.40000105     0.42481439    -0.01343966     0.34770642              3
1376311569.64630842    40.13711394    14.09248063    31.05999947     0.43308481    -0.01757487     0.32721251              3
1376311571.64426374    40.13684709    14.09232813    30.72999954     0.43489339    -0.01967826     0.32601603              3
1376311573.65475464    40.13637223    14.09184032    30.36999941     0.43246982    -0.02048612     0.33755469              3
1376311575.68653059    40.13613525    14.09189098    29.99000072     0.42625762    -0.02466602     0.35645311              3
1376311577.69657087    40.13614527    14.09219428    29.66000080     0.41581795    -0.03269654     0.38311841              3
1376311579.64639997    40.13625801    14.09232571    29.33000088     0.40903228    -0.03725096     0.39937128              3
1376311581.65176392    40.13610472    14.09221945    28.97000074     0.41893682    -0.01909265     0.35697566              3
1376311583.64462996    40.13577026    14.09199199    28.61999989     0.42859557    -0.00138495     0.31563211              3
1376311585.64719343    40.13601103    14.09267406    28.28000069     0.42705499    -0.00994936     0.34103428              3
1376311587.66308594    40.13629549    14.09358214    27.92999983     0.42464539    -0.02039094     0.37108669              3
1376311589.65390015    40.13717860    14.09532715    27.55000114     0.43358558    -0.02079516     0.36639829              3
1376311591.64465332    40.13734128    14.09610607    27.20000029     0.44606979    -0.01829832     0.35149812              3
1376311593.64743757    40.13752976    14.09694515    26.83000088     0.43719762    -0.02688336     0.35792983              3
1376311595.65292358    40.13988779    14.09998775    26.41999960     0.41708440    -0.04136488     0.37555096              3
1376311597.65768433    40.14154526    14.10231891    26.04000092     0.40937851    -0.04537620     0.38100060              3
1376311599.66126204    40.14103624    14.10276711    25.72999954     0.41501092    -0.03813454     0.37336788              3
1376311601.72763062    40.14057002    14.10169771    25.40999889     0.42338067    -0.02945403     0.35629458              3
1376311603.64649153    40.14059214    14.10098194    25.03999949     0.43379346    -0.02087878     0.32892705              3
1376311605.69064331    40.13953593    14.10006860    24.69000101     0.44759016    -0.00951680     0.29266576              3
1376311607.65081787    40.13866666    14.09870268    24.30000067     0.43888933    -0.01541454     0.33996437              3
1376311609.65155745    40.14037510    14.10055734    23.88999939     0.42869350    -0.02247319     0.39254659              3
1376311611.65209961    40.14339796    14.10654329    23.54000092     0.42177884    -0.02210232     0.39979678              3
1376311613.65066528    40.14508640    14.11017798    23.15999985     0.41596226    -0.01877856     0.38930646              3
1376311615.64652205    40.14590282    14.11158937    22.76999950     0.41871613    -0.01975925     0.37712371              3
1376311617.65445662    40.14685299    14.11332879    22.40999937     0.42732478    -0.02367227     0.36354835              3
1376311619.72141218    40.14747382    14.11419095    22.07000017     0.43316179    -0.02714035     0.35824555              3
1376311621.64999390    40.15170655    14.12090865    21.65999889     0.43396434    -0.02954801     0.36676158              3
1376311623.64862776    40.15815026    14.13208421    21.28000021     0.43232025    -0.03120986     0.37798373              3
1376311625.64767456    40.16100814    14.13762561    20.91000080     0.42585246    -0.03062188     0.39115264              3
1376311627.65078735    40.16140519    14.13823699    20.51000118     0.41724091    -0.02983901     0.40868643              3
1376311629.65161848    40.16290360    14.14103318    20.13999939     0.41671220    -0.03165634     0.40921592              3
1376311631.65259504    40.16506325    14.14488779    19.76999998     0.41832442    -0.03407467     0.40526714              3
1376311633.65430403    40.16534704    14.14540464    19.37999964     0.42571906    -0.03174965     0.36900345              3
1376311635.65191650    40.16992815    14.15291240    19.04999971     0.43620320    -0.02691082     0.31550195              3
1376311637.69671631    40.17818742    14.16649026    18.68000031     0.44039740    -0.02365400     0.31121076              3
1376311639.64593506    40.18471868    14.17540265    18.27000022     0.43793629    -0.02201326     0.35973803              3
1376311641.65496826    40.19822284    14.19561422    17.89000034     0.43552716    -0.02040718     0.39360458              3
1376311643.64688110    40.21872147    14.22775839    17.48999953     0.43311870    -0.01880155     0.40030558              3
1376311645.65164185    40.24526656    14.26049809    17.12000012     0.43286454    -0.01745329     0.40387125              3
1376311647.66375732    40.30826620    14.32038062    16.74999952     0.44169259    -0.01745329     0.39358061              3
1376311649.69482422    40.57810720    14.60688874    16.29999995     0.45049236    -0.01772474     0.38379789              3
1376311651.64584351    41.13271940    15.24951052    15.85999966     0.45554966    -0.02467853     0.39006964              3
1376311653.64788818    41.87441861    16.09243406    15.44000030     0.46200161    -0.03354997     0.39807095              3
1376311655.71222639    42.59937697    16.86933824    14.95000005     0.45063107    -0.03298324     0.41761655              3
1376311657.65247297    43.12155456    17.43870240    14.50000048     0.42902861    -0.02716719     0.44416744              3
1376311659.64838362    43.38261276    17.73122676    14.09000039     0.41391587    -0.02691619     0.44097595              3
1376311661.65560913    43.47272533    17.83049955    13.68999958     0.40428840    -0.03172992     0.41058720              3
1376311663.65024519    43.53630613    17.89561358    13.32999945     0.40123714    -0.03250508     0.39171290              3
1376311665.64829206    43.58455141    17.94257010    12.97999978     0.41006290    -0.02608634     0.39486614              3
1376311667.65631819    43.62060066    17.99593557    12.64000058     0.42048767    -0.02150295     0.38120183              3
1376311669.67725325    43.64419428    18.03920230    12.30000019     0.43456289    -0.02384882     0.31325718              3
1376311671.69189453    43.65771724    18.06072215    11.99000001     0.44829963    -0.02625806     0.24686185              3
1376311673.79672241    43.66664422    18.06965015    11.66000009     0.43508437    -0.03038783     0.30618084              3
1376311675.65203857    43.67415928    18.07340619    11.29999995     0.42539864    -0.03341462     0.34965690              3
1376311677.65036726    43.68173540    18.07745239    10.97000003     0.42266797    -0.03337387     0.37495923              3
1376311679.65292358    43.68866927    18.08145936    10.62999964     0.42597502    -0.03089358     0.38122517              3
1376311681.65640974    43.69656869    18.08849866    10.26000023     0.42362468    -0.02608771     0.37120069              3
1376311683.64636946    43.70567826    18.09803695     9.90999997     0.41555615    -0.01882603     0.34462149              3
1376311685.65558577    43.71170311    18.10218358     9.57000017     0.40898678    -0.01279704     0.31177156              3
1376311687.65267944    43.71455908    18.10219706     9.25000012     0.40577083    -0.00958109     0.27025069              3
1376311689.64694214    43.71539584    18.10000504     8.93000007     0.40506045    -0.00871326     0.24810988              3
1376311691.70246077    43.71734020    18.09911492     8.61999989     0.41505098    -0.01787124     0.30852015              3
1376311693.71958113    43.72016757    18.10003127     8.29999983     0.42384602    -0.02609028     0.36342844              3
1376311695.64652205    43.72206056    18.09996335     7.96999991     0.42017306    -0.02486596     0.36479857              3
1376311697.64978027    43.72344524    18.09965735     7.68999994     0.41523327    -0.02321936     0.36664126              3
1376311699.65490723    43.72363194    18.09796362     7.41999984     0.41040843    -0.02646299     0.32677149              3
1376311701.65310669    43.72463565    18.09731947     7.11000025     0.40545109    -0.03224655     0.26475829              3
1376311703.67850447    43.72614947    18.09797879     6.83000028     0.41207536    -0.03151447     0.24892466              3
1376311705.65475464    43.72677248    18.09643565     6.52999997     0.42922207    -0.02498239     0.27335786              3
1376311707.65552473    43.72909992    18.09746099     6.19000018     0.43950351    -0.01774939     0.28595889              3
1376311709.64737654    43.73155453    18.10015314     5.86000025     0.43869887    -0.00970304     0.27965008              3
1376311711.65030622    43.73319939    18.10086854     5.60999990     0.43096514    -0.00579741     0.29700206              3
1376311713.67504883    43.73466449    18.10131740     5.28999984     0.40039998    -0.01571044     0.39250236              3
1376311715.72470093    43.73465432    18.10083850     4.95000005     0.37502268    -0.02572849     0.46410482              3
1376311717.65244246    43.73483503    18.10000397     4.69000012     0.38728174    -0.03614870     0.36388265              3
1376311719.65735579    43.73550523    18.09924112     4.44000006     0.40373690    -0.05013559     0.22935591              3
1376311721.70065308    43.73572105    18.09823593     4.14000005     0.42842216    -0.04095241     0.20370182              3
1376311723.65644026    43.73585211    18.09753017     3.88999999     0.45684919    -0.02227179     0.22149204              3
1376311725.65881348    43.73555698    18.09682928     3.60000014     0.45242540    -0.02549518     0.26323764              3
1376311727.64877319    43.73668695    18.09743708     3.23000014     0.42270692    -0.04557523     0.32214557              3
1376311729.64957380    43.73852800    18.09913605     2.89999992     0.40356170    -0.04709708     0.35887148              3
1376311731.65399170    43.73905680    18.09982368     2.54999995     0.40042855    -0.02281521     0.36225172              3
1376311733.64788818    43.73934488    18.09963557     2.23000005     0.38743915    -0.00349066     0.37093892              3
1376311735.71109009    43.73978873    18.09909914     1.93000004     0.33996437    -0.00349066     0.39806462              3
1376311737.72354841    43.74031091    18.09872005     1.69000000     0.30294184    -0.00164299     0.41365052              3
1376311739.77747297    43.74019369    18.09819729     1.52999997     0.39150316     0.02459740     0.28397760              3
1376311741.65798950    43.73975883    18.09735592     1.22000001     0.45848177     0.04444291     0.18590643              3
1376311743.65552473    43.73803020    18.09654936     0.93000002     0.34913066     0.06423516     0.18294442              3
1376311745.65188599    43.73734803    18.09562185     0.57999998     0.15075340     0.08154808     0.23566414              3
1376311747.65698242    43.73870471    18.09657421     0.34000002    -0.04812961     0.06571771     0.25735798              3
1376311751.65762329    43.74035606    18.09826120     0.63000001    -0.44179397    -0.14474130     0.13211472              4
1376311753.68179321    43.74207319    18.09901109     0.81000000    -0.46748230    -0.09382687     0.17791228              4
1376311755.64841413    43.74264223    18.09891720     0.97999997    -0.48685240    -0.03804098     0.22696691              4
1376311757.65256453    43.74283102    18.09835442     1.23000003    -0.50278387    -0.02151139     0.22738267              4
1376311759.72384644    43.74277143    18.09830847     1.48000002    -0.51672100    -0.01996282     0.21018174              4
1376311761.65008545    43.74323240    18.09897661     1.79000005    -0.51261264    -0.01857677     0.20719844              4
1376311763.65972900    43.74390589    18.09908084     2.04999998    -0.47042884    -0.01618900     0.22833663              4
1376311765.65365601    43.74419423    18.09850632     2.31000006    -0.43068458    -0.01446259     0.24756907              4
1376311767.64968872    43.74489319    18.09833217     2.52999991    -0.41963826    -0.02787600     0.23477254              4
1376311769.65362549    43.74570367    18.09898030     2.75000006    -0.40869087    -0.04116926     0.22209062              4
1376311771.65307617    43.74595699    18.09971487     3.00999999    -0.41778518    -0.04297891     0.26281630              4
1376311773.66000366    43.74573122    18.09982947     3.26999992    -0.43170779    -0.04215993     0.31673257              4
1376311775.65750837    43.74519572    18.10031177     3.56000006    -0.42613201    -0.03974047     0.29209417              4
1376311777.65152693    43.74549280    18.10030250     3.82999986    -0.41092672    -0.03653936     0.22867043              4
1376311779.65600586    43.74754969    18.10122909     4.05999988    -0.40869809    -0.02937956     0.21981630              4
1376311781.65762329    43.74901487    18.10242806     4.25999999    -0.41816705    -0.01991059     0.26006995              4
1376311783.64838362    43.74918640    18.10223520     4.49000001    -0.42879431    -0.01152855     0.29358776              4
1376311785.64850569    43.74904883    18.10186787     4.76000011    -0.43622863    -0.01813684     0.25226597              4
1376311787.64963484    43.74893869    18.10117792     5.04999995    -0.44263720    -0.02415981     0.21452653              4
1376311789.66437483    43.74894593    18.10107027     5.37000000    -0.41710985    -0.01378932     0.27644432              4
1376311791.64910889    43.74854608    18.10016730     5.68000019    -0.39143064    -0.00335714     0.33873048              4
1376311793.65914917    43.74854926    18.09968917     5.97999990    -0.37689457    -0.00570853     0.33979009              4
1376311795.65949202    43.74957553    18.10075350     6.25000000    -0.36415097    -0.01048738     0.32946372              4
1376311797.65320539    43.75043681    18.10172122     6.49999976    -0.38362813    -0.01522859     0.29934568              4
1376311799.65018415    43.75052029    18.10195671     6.75999999    -0.42124585    -0.01993081     0.25815261              4
1376311801.71536970    43.74966217    18.10081187     7.05999970    -0.43128787    -0.02198188     0.25735336              4
1376311803.65396118    43.74946948    18.10021150     7.36999989    -0.41034419    -0.02074990     0.29804679              4
1376311805.65499878    43.75062683    18.10100401     7.68999994    -0.38350432    -0.01925063     0.34886731              4
1376311807.67196655    43.75155808    18.10171845     7.99000025    -0.36900287    -0.02086191     0.33586852              4
1376311809.65588379    43.75045316    18.10174539     8.20999980    -0.35484526    -0.02243497     0.32317794              4
1376311811.65063477    43.75030455    18.10145420     8.45000029    -0.38419213    -0.01865069     0.31452820              4
1376311813.65695190    43.75198552    18.10170417     8.71999979    -0.42299255    -0.01369744     0.30643573              4
1376311815.65357161    43.75269164    18.10216493     9.01000023    -0.42388255    -0.01447087     0.30198326              4
1376311817.65836287    43.75324723    18.10232132     9.35000002    -0.40867675    -0.01767209     0.29909358              4
1376311819.66580200    43.75317563    18.10255661     9.62000012    -0.38881204    -0.01964911     0.29245199              4
1376311821.66064453    43.75289970    18.10284605     9.85000014    -0.36641323    -0.02044907     0.28310510              4
1376311823.65203857    43.75374306    18.10280669    10.06999969    -0.36355431    -0.02369340     0.26632562              4
1376311825.75357771    43.75400518    18.10280055    10.29999971    -0.39370012    -0.03122985     0.23618160              4
1376311827.65628767    43.75392850    18.10271588    10.54999948    -0.41539253    -0.03662699     0.21457648              4
1376311829.65664673    43.75504349    18.10342064    10.83999991    -0.41699563    -0.02700837     0.24615845              4
1376311831.65484619    43.75633027    18.10483853    11.13999963    -0.41866121    -0.01701488     0.27897126              4
1376311833.65735579    43.75696770    18.10539699    11.41999960    -0.40494571    -0.01779796     0.30343767              4
1376311835.65460205    43.75625939    18.10523058    11.67999983    -0.38882874    -0.02021551     0.32677478              4
1376311837.68460083    43.75588664    18.10490922    11.95999980    -0.37810400    -0.02211764     0.31126494              4
1376311839.65463257    43.75483320    18.10321389    12.23999977    -0.37007091    -0.02372426     0.28040840              4
1376311841.66052961    43.74806714    18.09109096    12.48999953    -0.37827444    -0.02217398     0.26557680              4
1376311843.72766113    43.74589348    18.08649843    12.74000049    -0.39994000    -0.01800752     0.26338601              4
1376311845.66406250    43.74073384    18.06738377    13.00999999    -0.41395620    -0.01605105     0.26799764              4
1376311847.66284180    43.71957108    18.01722305    13.30000043    -0.41895580    -0.01688431     0.28213480              4
1376311849.65729475    43.67900083    17.95466408    13.58999968    -0.42163469    -0.01741988     0.29355179              4
1376311851.65185547    43.63210750    17.89139506    13.86999965    -0.40401969    -0.01661920     0.33582030              4
1376311853.66165161    43.58374414    17.83746870    14.14999962    -0.38575246    -0.01578887     0.37965391              4
1376311855.70068359    43.55612529    17.79061159    14.42999959    -0.38679655    -0.01641399     0.33672983              4
1376311857.64960432    43.56024613    17.76481783    14.72000003    -0.38992438    -0.01719595     0.28445876              4
1376311859.65354109    43.55625542    17.74758545    15.01000047    -0.38982267    -0.01519112     0.29592353              4
1376311861.70297241    43.52463548    17.71539940    15.29999971    -0.38822084    -0.01198748     0.33652157              4
1376311863.65270996    43.33443814    17.52200004    15.55999994    -0.38279307    -0.00877379     0.33453500              4
1376311865.65753889    42.94424655    17.09363406    15.82999945    -0.37364636    -0.00544771     0.29302898              4
1376311867.67282104    42.55071527    16.67832120    16.08999968    -0.36889213    -0.00505981     0.27012511              4
1376311869.70498657    42.19402601    16.31644343    16.34999990    -0.37050519    -0.00909248     0.27402662              4
1376311871.65893555    41.74420151    15.83714825    16.57999992    -0.37182107    -0.01222143     0.27692622              4
1376311873.65952253    41.24896655    15.29345300    16.79000020    -0.38480049    -0.01303264     0.25259933              4
1376311875.65921736    40.81464518    14.77866035    17.00000048    -0.39762455    -0.01383414     0.22856361              4
1376311877.65084839    40.53483085    14.44468590    17.23000050    -0.40940457    -0.01465722     0.20075697              4
1376311879.72393799    40.42050814    14.33000004    17.45000005    -0.42064926    -0.01546041     0.17305803              4
1376311881.65256453    40.36738170    14.28944639    17.64000058    -0.42244729    -0.01793159     0.18061303              4
1376311883.66104126    40.33248211    14.26307456    17.84999967    -0.42003577    -0.02114696     0.20388230              4
1376311885.65457869    40.30509233    14.24056126    18.09999943    -0.41045527    -0.02100453     0.21401697              4
1376311887.65158081    40.28751331    14.22527539    18.32999945    -0.39398230    -0.01770994     0.21200873              4
1376311889.65854597    40.27464598    14.21533712    18.50000024    -0.38971825    -0.01691761     0.22207769              4
1376311891.65893555    40.26354991    14.20657040    18.68000031    -0.40545667    -0.02023096     0.25300025              4
1376311893.68865967    40.25406279    14.19819732    18.91999960    -0.41657221    -0.02231497     0.25847321              4
1376311895.70563459    40.24668974    14.19241825    19.12999988    -0.41415557    -0.02070387     0.18328130              4
1376311897.81008911    40.24021194    14.18738112    19.30999994    -0.41149223    -0.01911753     0.12062737              4
1376311899.65603638    40.23324149    14.18174219    19.52999949    -0.40848440    -0.01851596     0.17699425              4
1376311901.65439558    40.22778843    14.17740223    19.78000045    -0.40446985    -0.01771305     0.25222706              4
1376311903.65930891    40.22299775    14.17322266    19.98000026    -0.40201667    -0.02495682     0.24490255              4
1376311905.65033674    40.21644159    14.16628280    20.15000105    -0.40040722    -0.03541828     0.20075656              4
1376311907.66141462    40.21018389    14.15903907    20.38000107    -0.40189169    -0.03439322     0.19473827              4
1376311909.65798950    40.20539650    14.15428012    20.62999964    -0.40605028    -0.02358087     0.22091205              4
1376311911.66275024    40.19887789    14.14682770    20.82999945    -0.40574196    -0.01512136     0.23966106              4
1376311913.65958357    40.19233675    14.13899733    21.01000071    -0.39927356    -0.00946150     0.24916510              4
1376311915.71936750    40.18835229    14.13537029    21.22999907    -0.39533692    -0.00702101     0.24919663              4
1376311917.66141462    40.18472280    14.13193499    21.47000074    -0.39774083    -0.01182883     0.23017045              4
1376311919.65546370    40.18203196    14.12987981    21.64000034    -0.40087752    -0.01810223     0.20534447              4
1376311921.66064453    40.18010384    14.12854623    21.83000088    -0.41023730    -0.01716518     0.20141679              4
1376311923.65374756    40.17779265    14.12610179    22.04999924    -0.42067805    -0.01475578     0.20190391              4
1376311925.65582275    40.17556249    14.12411708    22.26999998    -0.41389150    -0.01623452     0.20959321              4
1376311927.66171265    40.17361078    14.12304803    22.49000072    -0.39941714    -0.01945105     0.22025265              4
1376311929.65975952    40.17151513    14.12182604    22.70999908    -0.38926206    -0.01879581     0.22421773              4
1376311931.66296387    40.16952601    14.12024253    22.89999962    -0.38259058    -0.01462614     0.22231098              4
1376311933.65235090    40.16738194    14.11826537    23.11000109    -0.38030769    -0.01410280     0.21969548              4
1376311935.68637800    40.16468460    14.11559376    23.34000111    -0.38421210    -0.01878810     0.21593344              4
1376311937.66061401    40.16110568    14.11121006    23.52999926    -0.38893460    -0.02335815     0.21342066              4
1376311939.67874146    40.15780471    14.10634837    23.69999886    -0.39779916    -0.02738749     0.21715365              4
1376311941.75940657    40.15644546    14.10504135    23.90000105    -0.40674030    -0.03114089     0.22095888              4
1376311943.65374756    40.15450644    14.10386715    24.11000013    -0.40914435    -0.02272671     0.22319511              4
1376311945.65267944    40.15212071    14.10123629    24.28999901    -0.41236969    -0.01143801     0.22619529              4
1376311947.65729475    40.15115284    14.10036142    24.48999882    -0.40484418    -0.00646374     0.20426096              4
1376311949.66113281    40.15118761    14.10170190    24.69000101    -0.39115905    -0.00565873     0.16830361              4
1376311951.65933943    40.15083006    14.10144701    24.87999916    -0.38624861    -0.00485662     0.15718227              4
1376311953.71459961    40.14882862    14.09887547    25.06999969    -0.39105743    -0.00405516     0.17357940              4
1376311955.66275024    40.14671968    14.09653288    25.28000116    -0.39998748    -0.00771395     0.18846203              4
1376311957.65238142    40.14578912    14.09582976    25.42999983    -0.41689456    -0.02059554     0.19863020              4
1376311959.70980835    40.14561375    14.09618449    25.61000109    -0.42927557    -0.02868481     0.20828368              4
1376311961.65304565    40.14509172    14.09602895    25.85000038    -0.41800445    -0.01177812     0.21516954              4
1376311963.65534163    40.14707641    14.09984481    26.09999895    -0.40633528     0.00505237     0.22227154              4
1376311965.70139265    40.15009799    14.10491330    26.30000114    -0.39343662    -0.00220313     0.22908346              4
1376311967.65253401    40.15021038    14.10578816    26.50000095    -0.38355193    -0.00776326     0.23430367              4
1376311969.65921736    40.14877478    14.10335021    26.73000097    -0.37822876    -0.01707183     0.23096383              4
1376311971.65253401    40.14736387    14.10052259    26.97999954    -0.37742362    -0.02753875     0.22163385              4
1376311973.66397095    40.14555778    14.09814046    27.20000029    -0.38145327    -0.02386512     0.21449530              4
1376311975.66046858    40.14262062    14.09443497    27.36999989    -0.39149229    -0.00295047     0.20971045              4
1376311977.65756941    40.14033319    14.09187362    27.56999969    -0.40103092     0.00866606     0.20430220              4
1376311979.65570068    40.14049215    14.09206480    27.79999971    -0.41076117     0.00299008     0.19695560              4
1376311981.66260481    40.14236713    14.09454190    27.99999952    -0.41792624    -0.00322745     0.19606178              4
1376311983.65963745    40.14393042    14.09695386    28.18000078    -0.41067099    -0.01451339     0.23592792              4
1376311985.70160627    40.14409150    14.09707702    28.45000029    -0.40315790    -0.02618353     0.27709186              4
1376311987.72576904    40.14376770    14.09671632    28.69999886    -0.39449809    -0.02854530     0.24642434              4
1376311989.65805054    40.14360778    14.09657594    28.84999990    -0.38768235    -0.03040413     0.22228736              4
1376311991.66248274    40.14360172    14.09710297    29.01999950    -0.39085569    -0.03049816     0.21295846              4
1376311993.65351057    40.14385690    14.09790235    29.30000067    -0.40291603    -0.02889011     0.21963276              4
1376311995.65313721    40.14344820    14.09735176    29.59000111    -0.40600543    -0.02760627     0.22071667              4
1376311997.65777588    40.14246027    14.09583115    29.79000092    -0.39517622    -0.02677326     0.21308953              4
1376311999.65253401    40.14164767    14.09453870    29.99000072    -0.38598668    -0.02533628     0.21174216              4
1376312001.65399170    40.14121035    14.09395716    30.23000002    -0.38037787    -0.02213125     0.22726119              4
1376312003.69680786    40.14109346    14.09386643    30.46999931    -0.37632235    -0.01998158     0.24293671              4
1376312005.66171265    40.14076874    14.09351462    30.69000006    -0.38516978    -0.02641607     0.25506277              4
1376312007.65860701    40.14038846    14.09329111    30.92999935    -0.39434108    -0.03308611     0.26763273              4
1376312009.65744734    40.14010339    14.09296085    31.17000103    -0.39504645    -0.02954903     0.25763116              4
1376312011.66156721    40.13969702    14.09227628    31.38000011    -0.39584868    -0.02473570     0.24411522              4
1376312013.66268921    40.13936830    14.09200085    31.58999920    -0.39522416    -0.02075810     0.24734165              4
1376312015.67703247    40.13873190    14.09124073    31.84000015    -0.39361168    -0.01753314     0.26232572              4
1376312017.65463972    40.13782984    14.09002507    32.13000059    -0.38852230    -0.00561406     0.25588104              4
1376312019.65792847    40.13740530    14.08932874    32.34999895    -0.37849588     0.01861644     0.22005357              4
1376312021.69564819    40.13751193    14.08947324    32.52000093    -0.37296813     0.03442138     0.21250161              4
1376312023.65558577    40.13801734    14.09025560    32.73999929    -0.37695297     0.03282745     0.26682022              4
1376312025.65323591    40.13807906    14.09041991    32.99999952    -0.38075965     0.02928561     0.30842653              4
1376312027.66062117    40.13743523    14.08977025    33.23999882    -0.38322517     0.01038328     0.25078701              4
1376312029.65454817    40.13711640    14.08941575    33.45999956    -0.38564065    -0.00813534     0.19431754              4
1376312031.67963362    40.13721460    14.08936045    33.68000031    -0.38493648    -0.02122739     0.19731543              4
1376312033.67346907    40.13713079    14.08897191    33.90000105    -0.38413265    -0.03408854     0.20225481              4
1376312035.66251326    40.13710839    14.08895355    34.08999920    -0.38304574    -0.03711526     0.19207393              4
1376312037.65585327    40.13728583    14.08954148    34.30999994    -0.38144243    -0.03791692     0.17275634              4
1376312039.71508789    40.13744331    14.08984408    34.50999975    -0.37984377    -0.03935425     0.18001676              4
1376312041.65955305    40.13759546    14.08976452    34.67999935    -0.37821873    -0.04179182     0.22799055              4
1376312043.66425276    40.13752608    14.08966759    34.90999937    -0.37733556    -0.04139440     0.25726510              4
1376312045.65454817    40.13725074    14.08935708    35.10999918    -0.37894325    -0.03094441     0.22474898              4
1376312047.66513062    40.13714045    14.08922452    35.22000074    -0.38170488    -0.02189525     0.19289734              4
1376312049.66233015    40.13670744    14.08890845    35.43999910    -0.39615053    -0.03313076     0.18422496              4
1376312051.66046858    40.13666507    14.08869011    35.72999954    -0.41104458    -0.04471503     0.17528338              4
1376312053.69363403    40.13713064    14.08912047    35.89999914    -0.37042437    -0.03764625     0.28937707              4
1376312055.70832014    40.13710835    14.08897673    36.07000113    -0.32620288    -0.02940156     0.41157710              4
1376312057.66598511    40.13688228    14.08853214    36.38000011    -0.19764564    -0.02519518     0.36841056              4
1376312061.65606689    40.13701855    14.08885777    36.40000105     0.31695863    -0.02094395    -0.01658426              5
